id,name,type,breed,age,energy_level,size,good_with_kids,health_condition,other_pets_compatibility,environment_suitability,special_needs,location
7209,Pet7209,Dog,Poodle,10,2,Small,Yes,Neutered,Maybe,House,None,San Jose
7210,Pet7210,Dog,Poodle,3,1,Medium,Yes,Vaccinated,No,Apartment,Mobility issue,San Antonio
7211,Pet7211,Dog,German Shepherd,8,1,Large,Yes,Vaccinated,Yes,Apartment,None,San Diego
7212,Pet7212,Cat,Siamese,5,1,Small,Yes,Allergies,No,Farm,Behavioral support,Los Angeles
7213,Pet7213,Cat,Persian,9,3,Large,Yes,Neutered,Maybe,Farm,None,San Diego
7214,Pet7214,Dog,Labrador,6,2,Medium,No,Vaccinated,Yes,Apartment,None,New York
7215,Pet7215,Dog,Poodle,7,3,Small,Yes,Vaccinated,Yes,Farm,Mobility issue,Phoenix
7216,Pet7216,Cat,Siamese,5,1,Large,No,Vaccinated,Yes,Apartment,Behavioral support,Phoenix
7217,Pet7217,Dog,Beagle,4,2,Large,No,Vaccinated,Yes,House,Mobility issue,Philadelphia
7218,Pet7218,Cat,Persian,1,3,Medium,Yes,None,No,Apartment,None,San Antonio
7219,Pet7219,Cat,Sphynx,4,1,Small,No,None,No,Apartment,Behavioral support,New York
7220,Pet7220,Cat,Sphynx,3,3,Medium,No,Allergies,Yes,House,None,Philadelphia
7221,Pet7221,Cat,Sphynx,7,3,Small,No,Vaccinated,Maybe,House,None,Chicago
7222,Pet7222,Dog,Bulldog,2,2,Large,No,Neutered,Yes,Apartment,Mobility issue,Philadelphia
7223,Pet7223,Dog,Labrador,4,2,Medium,No,Vaccinated,Yes,Apartment,None,Philadelphia
7224,Pet7224,Cat,Siamese,4,3,Medium,No,Vaccinated,Yes,House,None,San Jose
7225,Pet7225,Cat,Persian,2,2,Small,No,None,Yes,Apartment,None,Los Angeles
7226,Pet7226,Dog,Labrador,1,3,Medium,No,None,No,Farm,Mobility issue,Houston
7227,Pet7227,Dog,Labrador,3,1,Medium,Yes,Vaccinated,Maybe,Apartment,Behavioral support,Houston
7228,Pet7228,Cat,Sphynx,2,1,Small,No,Vaccinated,Yes,House,Mobility issue,Philadelphia
7229,Pet7229,Cat,Bengal,3,2,Small,No,Allergies,Yes,House,Mobility issue,Chicago
7230,Pet7230,Cat,Persian,6,3,Medium,Yes,Allergies,Yes,House,None,Chicago
7231,Pet7231,Dog,German Shepherd,1,3,Medium,No,None,Yes,Farm,Mobility issue,San Antonio
7232,Pet7232,Dog,Beagle,10,1,Medium,Yes,Neutered,Maybe,House,Mobility issue,Chicago
7233,Pet7233,Cat,Sphynx,6,2,Small,No,None,Maybe,House,None,New York
7234,Pet7234,Dog,Poodle,4,2,Medium,Yes,Neutered,Yes,House,Behavioral support,Los Angeles
7235,Pet7235,Dog,Poodle,3,3,Small,Yes,Neutered,No,Apartment,Behavioral support,Phoenix
7236,Pet7236,Dog,Labrador,7,3,Medium,Yes,Vaccinated,No,Farm,Behavioral support,Los Angeles
7237,Pet7237,Dog,Poodle,1,1,Large,Yes,Vaccinated,Yes,Apartment,Mobility issue,Chicago
7238,Pet7238,Cat,Sphynx,5,2,Small,Yes,None,No,Farm,Behavioral support,Dallas
7239,Pet7239,Dog,Poodle,10,3,Small,Yes,Neutered,No,Apartment,None,Los Angeles
7240,Pet7240,Dog,Bulldog,8,3,Large,Yes,Neutered,No,Farm,Behavioral support,Chicago
7241,Pet7241,Dog,Bulldog,2,2,Medium,Yes,Allergies,Yes,Apartment,Mobility issue,Phoenix
7242,Pet7242,Cat,Siamese,6,3,Large,Yes,None,Yes,Apartment,Mobility issue,Phoenix
7243,Pet7243,Cat,Bengal,7,3,Large,Yes,Allergies,Maybe,House,Mobility issue,Phoenix
7244,Pet7244,Dog,Bulldog,1,1,Small,No,Vaccinated,Maybe,House,None,Philadelphia
7245,Pet7245,Cat,Maine Coon,5,3,Large,No,Neutered,Yes,House,Behavioral support,Dallas
7246,Pet7246,Cat,Persian,10,2,Medium,Yes,Allergies,No,Apartment,Behavioral support,Los Angeles
7247,Pet7247,Dog,Labrador,9,2,Large,Yes,Allergies,No,Apartment,None,San Jose
7248,Pet7248,Dog,Beagle,10,3,Large,Yes,Allergies,No,House,Mobility issue,San Jose
7249,Pet7249,Cat,Persian,6,3,Medium,Yes,Allergies,No,House,None,San Jose
7250,Pet7250,Cat,Bengal,3,2,Small,No,Allergies,No,Farm,Mobility issue,New York
7251,Pet7251,Dog,Beagle,1,3,Large,No,Neutered,Maybe,House,None,San Diego
7252,Pet7252,Dog,German Shepherd,7,2,Small,Yes,Allergies,Maybe,Apartment,Behavioral support,New York
7253,Pet7253,Cat,Persian,1,3,Large,No,Neutered,No,Apartment,Mobility issue,Chicago
7254,Pet7254,Dog,Labrador,2,3,Small,Yes,Vaccinated,Yes,Apartment,Mobility issue,San Antonio
7255,Pet7255,Dog,Beagle,10,3,Large,No,Allergies,Maybe,House,Behavioral support,San Antonio
7256,Pet7256,Cat,Bengal,4,2,Large,Yes,Allergies,Maybe,Apartment,None,Los Angeles
7257,Pet7257,Dog,Beagle,2,3,Small,No,Neutered,Maybe,Farm,Behavioral support,New York
7258,Pet7258,Cat,Bengal,10,1,Medium,Yes,None,Maybe,House,None,Phoenix
7259,Pet7259,Cat,Bengal,10,2,Medium,Yes,Vaccinated,Maybe,Apartment,Mobility issue,San Antonio
7260,Pet7260,Cat,Siamese,10,3,Large,Yes,Allergies,Yes,Farm,Mobility issue,Houston
7261,Pet7261,Dog,Poodle,2,2,Small,No,Vaccinated,Yes,House,Mobility issue,Phoenix
7262,Pet7262,Cat,Bengal,5,2,Small,Yes,Neutered,Maybe,House,Mobility issue,Los Angeles
7263,Pet7263,Cat,Maine Coon,10,2,Large,Yes,Allergies,Maybe,House,None,Houston
7264,Pet7264,Cat,Sphynx,1,2,Medium,Yes,None,Yes,Apartment,None,San Jose
7265,Pet7265,Dog,Poodle,6,1,Small,No,Neutered,Yes,House,Mobility issue,San Jose
7266,Pet7266,Dog,Labrador,6,1,Large,No,None,Maybe,Farm,Behavioral support,Dallas
7267,Pet7267,Dog,Poodle,10,3,Large,Yes,Neutered,Maybe,Farm,Mobility issue,New York
7268,Pet7268,Dog,German Shepherd,4,2,Medium,Yes,Neutered,Maybe,Apartment,None,Los Angeles
7269,Pet7269,Dog,Labrador,8,1,Large,No,Allergies,Maybe,House,Behavioral support,Los Angeles
7270,Pet7270,Dog,Beagle,5,1,Small,Yes,Vaccinated,No,Apartment,Behavioral support,San Jose
7271,Pet7271,Dog,German Shepherd,6,1,Medium,Yes,Vaccinated,No,House,Mobility issue,San Diego
7272,Pet7272,Cat,Sphynx,7,2,Small,Yes,Allergies,Maybe,Farm,None,Los Angeles
7273,Pet7273,Dog,Poodle,2,2,Medium,Yes,Neutered,No,Farm,None,Philadelphia
7274,Pet7274,Cat,Sphynx,2,1,Medium,Yes,Allergies,Yes,House,None,Dallas
7275,Pet7275,Cat,Persian,2,3,Medium,No,Neutered,Maybe,House,Behavioral support,San Diego
7276,Pet7276,Cat,Bengal,9,2,Large,Yes,Allergies,Maybe,House,Mobility issue,Los Angeles
7277,Pet7277,Cat,Bengal,10,1,Small,No,Neutered,No,Apartment,None,Philadelphia
7278,Pet7278,Dog,Bulldog,3,2,Large,No,None,Maybe,House,Behavioral support,Dallas
7279,Pet7279,Cat,Sphynx,10,1,Small,No,Neutered,Maybe,Apartment,Behavioral support,New York
7280,Pet7280,Cat,Siamese,4,2,Large,No,Allergies,Maybe,Apartment,Behavioral support,San Jose
7281,Pet7281,Cat,Siamese,4,3,Small,No,Vaccinated,Yes,Apartment,Mobility issue,Los Angeles
7282,Pet7282,Dog,Bulldog,6,2,Large,No,Vaccinated,Yes,Farm,Mobility issue,New York
7283,Pet7283,Cat,Sphynx,5,3,Small,Yes,Allergies,No,House,Mobility issue,San Jose
7284,Pet7284,Cat,Persian,3,1,Small,Yes,Vaccinated,Yes,Apartment,Mobility issue,San Jose
7285,Pet7285,Dog,Bulldog,5,1,Small,No,None,Yes,Apartment,Mobility issue,Dallas
7286,Pet7286,Cat,Maine Coon,8,1,Large,No,Vaccinated,Yes,Apartment,None,San Antonio
7287,Pet7287,Cat,Bengal,4,2,Small,No,Allergies,Maybe,House,Mobility issue,San Antonio
7288,Pet7288,Cat,Siamese,8,3,Medium,No,Allergies,No,Apartment,Mobility issue,Phoenix
7289,Pet7289,Dog,Bulldog,7,3,Large,Yes,Allergies,Maybe,House,Behavioral support,San Jose
7290,Pet7290,Cat,Maine Coon,2,3,Medium,No,Vaccinated,Yes,House,None,Houston
7291,Pet7291,Dog,Poodle,10,2,Large,Yes,None,Yes,House,Mobility issue,New York
7292,Pet7292,Dog,Poodle,10,3,Large,Yes,Vaccinated,Maybe,Apartment,None,Philadelphia
7293,Pet7293,Dog,Poodle,9,1,Large,Yes,Neutered,Maybe,House,None,San Antonio
7294,Pet7294,Dog,Bulldog,6,1,Small,No,Vaccinated,Maybe,Apartment,Behavioral support,Philadelphia
7295,Pet7295,Dog,Bulldog,2,1,Large,Yes,Neutered,Yes,House,Mobility issue,San Jose
7296,Pet7296,Dog,Poodle,6,3,Large,Yes,Allergies,Maybe,Farm,None,San Antonio
7297,Pet7297,Dog,Bulldog,3,1,Large,No,Neutered,No,Apartment,Behavioral support,San Diego
7298,Pet7298,Dog,Beagle,9,3,Medium,Yes,Allergies,Maybe,House,None,Phoenix
7299,Pet7299,Dog,German Shepherd,5,3,Medium,Yes,Neutered,Maybe,Farm,Mobility issue,San Diego
7300,Pet7300,Dog,Poodle,7,2,Small,No,Allergies,No,Farm,None,New York
7301,Pet7301,Cat,Siamese,9,2,Small,Yes,Vaccinated,Yes,House,Behavioral support,Los Angeles
7302,Pet7302,Dog,Beagle,1,1,Medium,Yes,Allergies,No,House,None,Los Angeles
7303,Pet7303,Dog,Poodle,5,3,Medium,Yes,Allergies,Maybe,Farm,Behavioral support,San Antonio
7304,Pet7304,Cat,Persian,2,3,Small,Yes,Allergies,Yes,House,Behavioral support,Los Angeles
7305,Pet7305,Cat,Persian,1,1,Large,No,Neutered,No,House,Mobility issue,San Antonio
7306,Pet7306,Dog,Beagle,6,1,Medium,Yes,Vaccinated,Yes,Farm,Behavioral support,Houston
7307,Pet7307,Dog,German Shepherd,1,2,Medium,Yes,Vaccinated,Yes,Apartment,Mobility issue,Philadelphia
7308,Pet7308,Dog,Bulldog,8,2,Medium,No,None,Maybe,Apartment,Behavioral support,Los Angeles
7309,Pet7309,Dog,Bulldog,10,2,Small,No,None,Maybe,Farm,Mobility issue,San Diego
7310,Pet7310,Dog,German Shepherd,5,2,Small,Yes,None,Yes,Farm,None,Chicago
7311,Pet7311,Cat,Persian,5,1,Large,No,Neutered,Yes,Apartment,Mobility issue,New York
7312,Pet7312,Cat,Maine Coon,6,3,Large,No,None,Yes,Apartment,Behavioral support,Philadelphia
7313,Pet7313,Dog,Beagle,1,3,Small,Yes,None,Maybe,House,Mobility issue,San Diego
7314,Pet7314,Cat,Siamese,1,1,Small,Yes,Allergies,Maybe,House,None,Los Angeles
7315,Pet7315,Cat,Persian,10,2,Large,Yes,Neutered,Maybe,Farm,Mobility issue,Los Angeles
7316,Pet7316,Cat,Sphynx,4,2,Medium,Yes,Allergies,Yes,Farm,Behavioral support,San Antonio
7317,Pet7317,Cat,Siamese,7,1,Large,No,None,No,Apartment,Mobility issue,San Jose
7318,Pet7318,Dog,Labrador,9,3,Large,No,Vaccinated,Maybe,Apartment,Behavioral support,San Diego
7319,Pet7319,Dog,Poodle,6,1,Medium,Yes,None,Yes,Apartment,None,Dallas
7320,Pet7320,Dog,Beagle,6,1,Medium,Yes,None,No,Apartment,Mobility issue,Chicago
7321,Pet7321,Dog,Bulldog,9,2,Large,No,Neutered,Yes,Farm,Behavioral support,Los Angeles
7322,Pet7322,Cat,Maine Coon,5,2,Large,Yes,Vaccinated,No,Apartment,Behavioral support,Philadelphia
7323,Pet7323,Cat,Sphynx,8,1,Medium,Yes,Vaccinated,Yes,Farm,None,Chicago
7324,Pet7324,Dog,Labrador,9,1,Large,Yes,Neutered,Maybe,Apartment,Behavioral support,Phoenix
7325,Pet7325,Dog,German Shepherd,6,3,Medium,Yes,Vaccinated,Yes,Apartment,Mobility issue,San Antonio
7326,Pet7326,Cat,Siamese,6,2,Medium,No,Neutered,Maybe,Apartment,Behavioral support,San Antonio
7327,Pet7327,Dog,Labrador,8,1,Medium,No,None,Maybe,House,None,Philadelphia
7328,Pet7328,Cat,Persian,3,2,Medium,Yes,Allergies,Maybe,House,Mobility issue,Philadelphia
7329,Pet7329,Dog,Beagle,2,1,Large,Yes,Allergies,Yes,Farm,Behavioral support,Dallas
7330,Pet7330,Dog,Poodle,9,1,Medium,Yes,None,Yes,Farm,Mobility issue,Phoenix
7331,Pet7331,Cat,Maine Coon,3,2,Medium,No,None,Maybe,Farm,Mobility issue,Phoenix
7332,Pet7332,Cat,Persian,3,1,Small,Yes,None,Yes,Apartment,Mobility issue,New York
7333,Pet7333,Dog,Poodle,4,1,Small,Yes,Allergies,No,Farm,Behavioral support,New York
7334,Pet7334,Dog,Labrador,5,2,Small,No,Allergies,No,House,Mobility issue,Chicago
7335,Pet7335,Cat,Sphynx,3,3,Small,No,Neutered,No,Apartment,Behavioral support,Houston
7336,Pet7336,Dog,Bulldog,8,2,Small,Yes,Allergies,Maybe,Farm,Behavioral support,Phoenix
7337,Pet7337,Dog,Poodle,7,1,Large,Yes,Allergies,Maybe,House,None,San Jose
7338,Pet7338,Cat,Sphynx,5,3,Small,No,Allergies,Maybe,House,Behavioral support,Philadelphia
7339,Pet7339,Cat,Bengal,10,2,Small,Yes,Vaccinated,Yes,Farm,None,San Diego
7340,Pet7340,Dog,Labrador,7,1,Small,No,Vaccinated,No,Farm,Mobility issue,Los Angeles
7341,Pet7341,Dog,Bulldog,5,2,Large,No,Allergies,No,Farm,Behavioral support,Philadelphia
7342,Pet7342,Cat,Bengal,1,1,Large,Yes,None,No,Farm,Mobility issue,Phoenix
7343,Pet7343,Cat,Siamese,4,3,Small,No,Vaccinated,Yes,House,None,Houston
7344,Pet7344,Cat,Sphynx,6,2,Large,No,Allergies,Yes,Farm,Behavioral support,Phoenix
7345,Pet7345,Dog,Poodle,6,3,Medium,No,Neutered,No,Apartment,Behavioral support,San Diego
7346,Pet7346,Cat,Maine Coon,10,2,Small,No,None,No,House,None,Los Angeles
7347,Pet7347,Cat,Siamese,3,1,Small,No,Vaccinated,Maybe,Farm,None,Philadelphia
7348,Pet7348,Cat,Bengal,9,1,Small,No,Allergies,No,Apartment,None,Dallas
7349,Pet7349,Dog,Bulldog,10,1,Large,No,None,Maybe,Farm,Mobility issue,Philadelphia
7350,Pet7350,Cat,Maine Coon,9,1,Small,No,None,Maybe,Apartment,None,New York
7351,Pet7351,Dog,Poodle,8,3,Large,Yes,Neutered,No,Farm,Mobility issue,San Jose
7352,Pet7352,Dog,Bulldog,3,2,Medium,No,Allergies,No,House,Mobility issue,Chicago
7353,Pet7353,Dog,Bulldog,6,1,Medium,No,Neutered,Maybe,House,None,San Jose
7354,Pet7354,Dog,Poodle,3,3,Large,No,Neutered,Yes,House,Mobility issue,New York
7355,Pet7355,Dog,Poodle,1,2,Small,No,Neutered,Maybe,House,Behavioral support,San Jose
7356,Pet7356,Cat,Persian,10,3,Medium,No,Allergies,Maybe,House,Behavioral support,San Antonio
7357,Pet7357,Dog,Bulldog,1,3,Medium,No,Allergies,Maybe,Farm,Behavioral support,Philadelphia
7358,Pet7358,Dog,German Shepherd,3,3,Large,Yes,Vaccinated,Maybe,House,Mobility issue,Philadelphia
7359,Pet7359,Cat,Sphynx,5,2,Large,No,Neutered,Maybe,Apartment,None,Dallas
7360,Pet7360,Dog,Bulldog,9,1,Medium,Yes,Vaccinated,No,House,None,Chicago
7361,Pet7361,Dog,Bulldog,5,1,Medium,Yes,Neutered,No,House,Mobility issue,Los Angeles
7362,Pet7362,Dog,Poodle,4,3,Medium,No,Neutered,Maybe,House,Behavioral support,Houston
7363,Pet7363,Cat,Sphynx,5,3,Medium,Yes,None,Yes,Apartment,Mobility issue,Phoenix
7364,Pet7364,Dog,Beagle,4,2,Large,No,Vaccinated,No,House,None,New York
7365,Pet7365,Cat,Bengal,2,1,Large,No,Neutered,Yes,Farm,None,New York
7366,Pet7366,Dog,Labrador,2,3,Small,Yes,Allergies,Yes,Apartment,Behavioral support,Dallas
7367,Pet7367,Cat,Siamese,5,3,Large,No,Vaccinated,Yes,Farm,Mobility issue,Philadelphia
7368,Pet7368,Dog,German Shepherd,3,3,Small,Yes,Vaccinated,Maybe,Farm,None,Philadelphia
7369,Pet7369,Cat,Persian,7,1,Medium,Yes,Neutered,No,Apartment,Mobility issue,San Antonio
7370,Pet7370,Dog,Beagle,6,3,Small,No,None,No,Apartment,Behavioral support,New York
7371,Pet7371,Dog,Poodle,2,3,Large,Yes,Vaccinated,Yes,Apartment,Mobility issue,Dallas
7372,Pet7372,Cat,Sphynx,6,1,Medium,No,Vaccinated,Yes,Farm,None,Houston
7373,Pet7373,Cat,Siamese,9,3,Large,Yes,Allergies,Maybe,House,Behavioral support,San Antonio
7374,Pet7374,Cat,Sphynx,5,2,Large,No,Neutered,No,Farm,None,San Jose
7375,Pet7375,Dog,Labrador,7,3,Large,Yes,None,Maybe,Farm,Behavioral support,San Antonio
7376,Pet7376,Cat,Bengal,4,1,Medium,No,Neutered,Maybe,Farm,None,Los Angeles
7377,Pet7377,Dog,German Shepherd,8,3,Large,No,None,Maybe,Farm,Mobility issue,Phoenix
7378,Pet7378,Cat,Sphynx,5,3,Medium,Yes,None,No,Apartment,Behavioral support,Houston
7379,Pet7379,Cat,Bengal,6,2,Large,No,Allergies,Yes,House,Mobility issue,Philadelphia
7380,Pet7380,Cat,Siamese,7,3,Small,Yes,Vaccinated,No,Apartment,Mobility issue,Phoenix
7381,Pet7381,Cat,Persian,4,3,Small,Yes,Neutered,No,Apartment,Behavioral support,Philadelphia
7382,Pet7382,Cat,Maine Coon,1,1,Medium,No,Vaccinated,Yes,House,Mobility issue,Chicago
7383,Pet7383,Dog,Bulldog,9,3,Large,Yes,Vaccinated,Maybe,Farm,Behavioral support,San Jose
7384,Pet7384,Dog,Bulldog,3,2,Large,No,Vaccinated,Maybe,Farm,Mobility issue,San Antonio
7385,Pet7385,Cat,Bengal,4,2,Large,No,Neutered,Maybe,House,None,Chicago
7386,Pet7386,Cat,Sphynx,1,1,Large,Yes,Neutered,Yes,Apartment,Mobility issue,Chicago
7387,Pet7387,Cat,Sphynx,7,3,Medium,No,None,No,Farm,Mobility issue,Los Angeles
7388,Pet7388,Dog,Poodle,8,3,Large,Yes,Vaccinated,Yes,Farm,Mobility issue,New York
7389,Pet7389,Cat,Sphynx,4,3,Small,Yes,Vaccinated,No,House,None,Los Angeles
7390,Pet7390,Cat,Bengal,1,1,Large,Yes,Allergies,Maybe,Apartment,None,San Jose
7391,Pet7391,Dog,Poodle,9,1,Medium,Yes,Vaccinated,Yes,House,Behavioral support,Chicago
7392,Pet7392,Cat,Siamese,3,1,Small,No,Neutered,Yes,Farm,Behavioral support,New York
7393,Pet7393,Cat,Persian,9,3,Small,Yes,Neutered,No,Apartment,None,Phoenix
7394,Pet7394,Dog,Labrador,9,2,Small,No,Allergies,Yes,Farm,Mobility issue,Houston
7395,Pet7395,Dog,Poodle,6,2,Small,Yes,None,Yes,Apartment,Mobility issue,Philadelphia
7396,Pet7396,Cat,Sphynx,6,3,Medium,No,Vaccinated,Maybe,House,None,New York
7397,Pet7397,Cat,Maine Coon,8,2,Small,No,Vaccinated,Maybe,Farm,Behavioral support,Chicago
7398,Pet7398,Cat,Persian,2,2,Medium,Yes,Neutered,Maybe,Apartment,Behavioral support,Houston
7399,Pet7399,Dog,Labrador,5,2,Large,No,Allergies,Yes,Farm,Mobility issue,San Jose
7400,Pet7400,Cat,Siamese,4,2,Medium,Yes,Allergies,No,Apartment,Behavioral support,Houston
7401,Pet7401,Dog,Poodle,1,1,Medium,No,None,Yes,Apartment,None,San Diego
7402,Pet7402,Cat,Persian,9,2,Large,Yes,None,No,Apartment,Mobility issue,Houston
7403,Pet7403,Dog,Beagle,4,2,Medium,Yes,None,No,Apartment,Behavioral support,Houston
7404,Pet7404,Cat,Bengal,2,3,Small,Yes,Neutered,Maybe,House,Mobility issue,New York
7405,Pet7405,Dog,Labrador,6,2,Large,No,Neutered,Yes,Apartment,None,Houston
7406,Pet7406,Dog,Bulldog,10,3,Large,Yes,Vaccinated,No,Farm,Mobility issue,Dallas
7407,Pet7407,Cat,Siamese,8,3,Medium,Yes,Neutered,Maybe,Apartment,Mobility issue,Dallas
7408,Pet7408,Dog,German Shepherd,9,2,Small,No,Vaccinated,Yes,Apartment,Mobility issue,Dallas
7409,Pet7409,Dog,Labrador,4,1,Small,Yes,None,Yes,Farm,Behavioral support,New York
7410,Pet7410,Dog,Beagle,8,2,Large,No,Vaccinated,Yes,House,None,New York
7411,Pet7411,Cat,Persian,9,1,Medium,Yes,Allergies,No,House,None,San Antonio
7412,Pet7412,Dog,German Shepherd,2,1,Small,Yes,Vaccinated,Maybe,Apartment,Behavioral support,San Jose
7413,Pet7413,Dog,Bulldog,5,2,Small,Yes,None,Maybe,Apartment,None,Phoenix
7414,Pet7414,Dog,Beagle,6,3,Large,Yes,Vaccinated,Yes,House,Mobility issue,New York
7415,Pet7415,Cat,Sphynx,10,2,Large,Yes,Allergies,No,Apartment,Mobility issue,Phoenix
7416,Pet7416,Cat,Persian,1,1,Small,Yes,None,No,Apartment,Behavioral support,Los Angeles
7417,Pet7417,Dog,Labrador,1,2,Medium,Yes,Allergies,Yes,House,None,Phoenix
7418,Pet7418,Dog,Beagle,7,2,Large,Yes,None,No,House,None,Phoenix
7419,Pet7419,Dog,Beagle,9,1,Medium,No,Neutered,No,Farm,Mobility issue,Phoenix
7420,Pet7420,Cat,Sphynx,7,1,Large,No,None,No,Farm,None,Philadelphia
7421,Pet7421,Cat,Bengal,4,3,Large,Yes,Vaccinated,Yes,House,Mobility issue,Chicago
7422,Pet7422,Cat,Sphynx,3,2,Small,No,Neutered,Maybe,Apartment,Mobility issue,Philadelphia
7423,Pet7423,Dog,Poodle,2,2,Large,Yes,Neutered,Yes,Apartment,Behavioral support,Los Angeles
7424,Pet7424,Dog,Bulldog,7,2,Medium,Yes,Vaccinated,Yes,House,Behavioral support,New York
7425,Pet7425,Cat,Maine Coon,8,3,Small,Yes,Allergies,Yes,Farm,Mobility issue,Chicago
7426,Pet7426,Cat,Bengal,8,3,Large,Yes,Neutered,No,House,Mobility issue,Phoenix
7427,Pet7427,Dog,German Shepherd,4,1,Medium,Yes,Vaccinated,Yes,Farm,Behavioral support,Phoenix
7428,Pet7428,Dog,Labrador,9,2,Small,No,None,No,House,Behavioral support,Chicago
7429,Pet7429,Cat,Persian,4,3,Small,Yes,Neutered,Yes,House,Behavioral support,Chicago
7430,Pet7430,Dog,Beagle,8,2,Small,No,Vaccinated,Maybe,House,Behavioral support,Los Angeles
7431,Pet7431,Cat,Persian,10,2,Medium,Yes,Vaccinated,No,Apartment,None,San Antonio
7432,Pet7432,Dog,Bulldog,10,2,Small,No,Allergies,No,House,None,San Diego
7433,Pet7433,Dog,Labrador,8,3,Large,No,Neutered,Yes,House,Behavioral support,San Diego
7434,Pet7434,Dog,Bulldog,7,2,Large,Yes,None,Yes,House,Mobility issue,New York
7435,Pet7435,Dog,Poodle,7,1,Large,Yes,None,No,Farm,Mobility issue,San Antonio
7436,Pet7436,Cat,Maine Coon,4,1,Small,Yes,Neutered,No,Apartment,Behavioral support,San Jose
7437,Pet7437,Cat,Bengal,4,2,Large,No,Allergies,Yes,Farm,Mobility issue,San Diego
7438,Pet7438,Cat,Siamese,7,3,Medium,No,Allergies,Maybe,House,Mobility issue,San Jose
7439,Pet7439,Dog,Bulldog,8,3,Large,No,Allergies,Yes,House,Behavioral support,San Jose
7440,Pet7440,Cat,Siamese,5,1,Large,Yes,Neutered,No,Apartment,None,Dallas
7441,Pet7441,Dog,Labrador,10,2,Large,No,Neutered,Yes,Apartment,None,Philadelphia
7442,Pet7442,Dog,Bulldog,3,1,Small,Yes,Neutered,Maybe,Farm,Behavioral support,Dallas
7443,Pet7443,Cat,Sphynx,8,1,Small,No,None,Yes,Farm,None,Houston
7444,Pet7444,Cat,Bengal,6,3,Medium,Yes,Allergies,No,Apartment,Mobility issue,Dallas
7445,Pet7445,Dog,Labrador,10,2,Large,Yes,Allergies,No,Apartment,Behavioral support,San Diego
7446,Pet7446,Dog,Labrador,8,1,Medium,No,Allergies,Maybe,Farm,Behavioral support,New York
7447,Pet7447,Cat,Persian,7,1,Small,No,Vaccinated,No,House,None,Chicago
7448,Pet7448,Cat,Persian,8,2,Large,Yes,None,Maybe,Farm,Behavioral support,San Jose
7449,Pet7449,Cat,Maine Coon,7,2,Small,Yes,Allergies,No,Apartment,Behavioral support,Dallas
7450,Pet7450,Cat,Bengal,7,2,Medium,No,Allergies,Yes,Farm,None,San Jose
7451,Pet7451,Cat,Sphynx,4,1,Large,No,Vaccinated,Yes,House,Behavioral support,San Antonio
7452,Pet7452,Cat,Siamese,6,3,Small,Yes,None,Maybe,Apartment,Mobility issue,Phoenix
7453,Pet7453,Cat,Siamese,4,1,Medium,Yes,Vaccinated,No,House,None,New York
7454,Pet7454,Dog,German Shepherd,2,3,Medium,Yes,None,No,Farm,Mobility issue,Philadelphia
7455,Pet7455,Cat,Sphynx,10,1,Large,Yes,Neutered,Maybe,Apartment,Mobility issue,Phoenix
7456,Pet7456,Dog,German Shepherd,2,2,Medium,Yes,None,No,Apartment,None,Houston
7457,Pet7457,Dog,German Shepherd,10,2,Small,No,Neutered,No,House,Mobility issue,Chicago
7458,Pet7458,Cat,Bengal,1,1,Medium,Yes,Neutered,Yes,Farm,None,San Diego
7459,Pet7459,Cat,Persian,6,2,Medium,No,Allergies,Maybe,Apartment,Behavioral support,Phoenix
7460,Pet7460,Dog,Poodle,10,3,Medium,No,Allergies,Yes,House,Behavioral support,Chicago
7461,Pet7461,Dog,Poodle,2,3,Small,No,Allergies,Maybe,Farm,None,Philadelphia
7462,Pet7462,Dog,Poodle,4,2,Large,No,Allergies,Maybe,Apartment,Behavioral support,Houston
7463,Pet7463,Cat,Maine Coon,5,3,Large,Yes,Allergies,Maybe,Farm,Behavioral support,Los Angeles
7464,Pet7464,Dog,Bulldog,2,1,Small,Yes,None,Maybe,Apartment,Behavioral support,San Jose
7465,Pet7465,Dog,Bulldog,10,2,Medium,Yes,Neutered,No,Apartment,None,Chicago
7466,Pet7466,Cat,Bengal,7,3,Medium,Yes,Neutered,No,Farm,Mobility issue,Houston
7467,Pet7467,Cat,Bengal,4,3,Small,Yes,Allergies,No,Farm,Behavioral support,New York
7468,Pet7468,Cat,Maine Coon,2,2,Large,No,None,No,House,Mobility issue,New York
7469,Pet7469,Dog,German Shepherd,7,2,Medium,Yes,None,Yes,House,Mobility issue,Los Angeles
7470,Pet7470,Cat,Siamese,5,2,Large,Yes,Allergies,No,House,None,San Antonio
7471,Pet7471,Dog,Beagle,9,3,Small,No,Vaccinated,Maybe,Apartment,None,San Diego
7472,Pet7472,Dog,Poodle,5,1,Medium,No,None,Yes,Farm,None,San Diego
7473,Pet7473,Dog,Bulldog,5,3,Small,No,Vaccinated,No,Farm,Mobility issue,New York
7474,Pet7474,Dog,Poodle,6,3,Large,No,Allergies,Yes,Apartment,None,New York
7475,Pet7475,Cat,Siamese,1,1,Large,No,Neutered,No,House,None,San Antonio
7476,Pet7476,Dog,Poodle,6,2,Medium,No,Neutered,Yes,Apartment,Mobility issue,San Antonio
7477,Pet7477,Dog,Poodle,10,2,Small,No,None,Yes,Farm,None,San Antonio
